folio,par,line,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
,,4,"9,o,N,c,c,9","4,o,N,o,8,9","cc,o,x","2,o,x,2","a,m",,,,,,,,,,,,,,,,,,,,,
,,5,"8,a,m","c^c,o,Z","4,o,8,a,m","c,N,c,c,9","2,a,x",,,,,,,,,,,,,,,,,,,,,
,,6,"4,o,c,N,a,Z","c,N,c,o,x","9,N,cc,o,8,9","c,N,c,9",,,,,,,,,,,,,,,,,,,,,,
,,7,"9,N,a,Z","o,N,a,m+","c,N,c,c,c,c,9","8,a,n,Q",,,,,,,,,,,,,,,,,,,,,,
,,8,"o,8,a,Z","cc,c,o,N,o,Z","c,N,c,c,c,9",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53r,1,1,"N,a,8,a,Q","cc,o","c,M,c,o,8,9","o,M,9",,,,,,,,,,,,,,,,,,,,,,
,,2,"8,o,x","?,a,n","2,cc,o,c^c,c","o,M,9",,,,,,,,,,,,,,,,,,,,,,
,,3,"c^c,o,","c,?,c","cc,o,N,a,i","o,8,9",,,,,,,,,,,,,,,,,,,,,,
,,4,"9,M,cc,o,8,a,m","?,N,9","o,M,cc,c,9","o,M,o,8",,,,,,,,,,,,,,,,,,,,,,
,,5,"o,N,c^c","o,M,o,x","c,P1,c,9","c,P2,c,o,8,o,x","9,N,o,8,9","4,o,N,cc,o,8","o,M,cc,o","4,o,M","o,M,9",,,,,,,,,,,,,,,,,
,,6,"9,N,c,o,8,a,Z","o,4,o,a,Z","o,c,N,?","o,8,o,Z","cc,a,n","4,o,N,o,8","9,N,cc,8,9","cc,c,c,2","8,a,x",,,,,,,,,,,,,,,,,
,,7,"2,o,8,a,Z","o,M,o,2","4,o,9","M,cc,9","o,M,c,9","cc,o,2","o,N,o,8","9,N,cc,o,8,9","4,o,N,cc,9",,,,,,,,,,,,,,,,,
,,8,"4,o,M,cc,o,x","8,a,Z","4,o,M,9","cc,M,o,Z","o,x,M,c^c,o","c,M,o","9,N,c,c,o,8","o,9,M,o,9,8",,,,,,,,,,,,,,,,,,
,,9,"o,M,o,x","cc,o,x","c,M,c,c,c,c,2","o,2","o,Z,o,x","cc,o,8","4,o,M,9",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53v,1,1,"M,c^c,o,Z","c^c,c,9","4,o,8,c,N,c,9","c,P2,c,o","o,x,M,c^c,c,9","8,a,m","4,o,P2,cc,9",,,,,,,,,,,,,,,,,,,
,,2,"o,N,c,c,9","8,a,m","c^c,c,c,N,o,x","c^c,o,Q","c^c,o,x","c,M,c,9","8,cc,a,Q","8,o",,,,,,,,,,,,,,,,,,
,,3,"9,8,a,m","c,P2,c,a,Q","cc,o,x","8,o,c,N,c,9","c,M,c,o,x","8,a,Q","o,M,9",,,,,,,,,,,,,,,,,,,
,,4,"4,o,N,o,x","8,a,m+","4,o,c,N,c,o,Z","o,N,cc,o,Z","8,a,n,o,8,a,n",8,,,,,,,,,,,,,,,,,,,,
,,5,"9,c^c,c,c,9","c,N,c,o,x","cc,c,N,c,c,9","8,a,m","c,M,c,o,8,9","9,8,9",,,,,,,,,,,,,,,,,,,,
,,6,"o,cc,o,?,N,9","8,c^c,c,9","cc,o,x","9,N,cc,c,o,8,9","cc,o,x,8,a,Q",,,,,,,,,,,,,,,,,,,,,
,,7,"M,o,8,a,m","c^c,o,8,a,m","4,o,M,c,a","8,cc,9","4,o,M,o,8","o,8,a,m",,,,,,,,,,,,,,,,,,,,
,,8,"c^c,c,c,9","N,c^c,?,8,9","M,c^c,c,o,8,9","c^c,c,o,8,9","c^c,c,c,M,cc,9","o,P2,o,8",,,,,,,,,,,,,,,,,,,,
,,9,o,"c,M,c,c,o","8,9","c^c,o,8,9","4,o,8,a,x","c,M,c,o,8,9","c^c,c,o,2","c^c,o,8,a,m",,,,,,,,,,,,,,,,,,
,,10,9,"cc,o,c,M,c,9","4,o,8,a,x","c^c,o,8,a,m",,,,,,,,,,,,,,,,,,,,,,
,,11,"o,M,c^c,o","o,Z","cc,c,a,Z","c^c,c,o,8","cc,N,o,8,a,x",,,,,,,,,,,,,,,,,,,,,
,,12,"9,cc,c,c,9","N,cc,9","o,N,9,N,o,8,9","o,8,a,Q",,,,,,,,,,,,,,,,,,,,,,
,,13,"9,c,N,c,o,8,a,m","o,M,o,x,8,9",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54r,1,1,"P2,o,8,a,m","c^c,o,8,a,x","4,o,P2,cc,o,x","c,P1,c,c,o,8,9","o,P2,cc,c,o,x","cc,o,c,M,c,9",,,,,,,,,,,,,,,,,,,,
,,2,"9,M,o,8,a,m","o,M,cc,c,9","o,M,cc,c,9","4,o","c,N,c,o,8,a,x","2,o,c,N,c,o,8,9","2,a,Z",,,,,,,,,,,,,,,,,,,
,,3,"8,a,n,Z","c,M,c,o,8,9","o,M,o,x","c,N,cc,o,8,9","o,x",2,"a,Z",9,"9,M,cc,c,9","8,a,Q",,,,,,,,,,,,,,,,
,,4,"M,o,Z","o,c,N,c,o,x","c^c,o,N,cc,9","N,o,x","cc,o,Q",Z,"cc,c,9","c,M,c,c,o,M,a,x",,,,,,,,,,,,,,,,,,
,,5,"2,a,Z",c^c,"o,N,c,o,8,a,n","cc,o,N,c,9",,,,,,,,,,,,,,,,,,,,,,
,2,1,"N,o,Z,a,Z,?","c,N,c,o,2","c^c,o,P1,a,Q","cc,c,Z","c^c,o,Q","N,c^c,c,9,Z","c^c,c","9,N,c,o,x","8,a,Q",,,,,,,,,,,,,,,,,
,,2,"8,o,Z",2,"c^c,c,c,9","N,c^c,c,o,8,9","c^c,o","o,Z","cc,c,M,9","2,o,x","8,c,c^,?","8,a,Q","8,a,Q",,,,,,,,,,,,,,,
,,3,"M,o,c^c,c,9","N,o,8,x","c,N,c,o","8,a,Z","c^c,c,c,N,a,x",2,"a,m","o,N,c,a,Q","c,M,cc,a,x",,,,,,,,,,,,,,,,,
,,4,o,"a,m","o,Z","o,x","2,a,x","4,o,N,o,Z","cc,o,Z","c,N,c,o,x",2,"2,c^c,o","cc,o,x","8,a,m",,,,,,,,,,,,,,
,,5,"M,o,Z","o,x","8,o,x","o,Z","cc,o,x","cc,o,x","c,N,c,o,x","o,N,o,x","o,N,9","9,M,cc,o,Z","o,x,N,o,x,8,9",,,,,,,,,,,,,,,
,,6,"8,a,m","o,N,o,Z","o,Z","o,x","c,N,c,o,x","cc,o,Z","cc,o,?","8,a,Q","o,Z","c^c,o","cc,o,x","8,a,Q",,,,,,,,,,,,,,
,,7,"9,o,Z","c^c,o,8,a,x",o,"a,m","a,x","8,o,x","cc,o,c,N,a,i,Z",o,"x,8,a,Q",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54v,1,1,"P2,cc,c,o,8,a,Z","cc,P2,a,x","o,x,o,m","c,N,c,c,9","8,a,Z","4,o,N,c,c,9","c,P2,c,c,c,a,n","2,a,x",,,,,,,,,,,,,,,,,,
,,2,"8,cc,c,a,n","c,P2,c,a,m",2,"a,Z","cc,c,o,Z","4,o,8,a,m","c,M,c,a,i,x,8,9","9,P2,cc,a,x",,,,,,,,,,,,,,,,,,
,,3,"9,a,i,Z","9,N,a,Z","o,N,9","cc,a,Q","cc,o,8,9","9,N,o,x,8,a,Q","cc,c,o,x","a,Q",,,,,,,,,,,,,,,,,,
,,4,"8,a,Z","cc,o,Z","cc,c,N,9","cc,o,x","o,N,a,m","cc,o,8,9","cc,o,x","8,9",,,,,,,,,,,,,,,,,,
,,5,"o,8,a,m","9,M,a,m","4,o,8,a,i,Q","4,o,N,a,Z","cc,9",2,"a,Q",,,,,,,,,,,,,,,,,,,
,,6,"M,o,x","cc,c,o,x","c^c,c,o","c,M,c,9","4,o,8,a,m","N,cc,o,8,9",,,,,,,,,,,,,,,,,,,,
,,7,"8,a,m","c^c,c,o,8,9","4,o,c,M,c,c,o,x",2,"a,m","4,o,M,cc,9",,,,,,,,,,,,,,,,,,,,
,,8,"8,a,m,o",8,"a,i,Q","4,o,N,a,m","9,M,c,a,x","o,N,a,x","o,Q",,,,,,,,,,,,,,,,,,,
,,9,"9,8,a,m","4,o,c,N,c,c,9","4,o,8,a,x","9,M,a,Q","o,N,a,x","8,9",,,,,,,,,,,,,,,,,,,,
,,10,"N,o,x","c,N,a,m","c^c,c,N,c,9","4,o,N,a,x","8,a,x","4,o,c,M,c,9",,,,,,,,,,,,,,,,,,,,
,,11,"o,a,m","4,o,c,N,c,9","4,o,N,a,Q",,,,,,,,,,,,,,,,,,,,,,,
,,12,"M,o,x","cc,o,x","c,M,c,o,x",2,,,,,,,,,,,,,,,,,,,,,,
,,13,"9,cc,o,x","o,N,a,x","9,c,N,c,c,9",,,,,,,,,,,,,,,,,,,,,,,
,,14,"M,a,Z","c,P2,c,c,9","M,a,Q","a,x,8,a,Q",,,,,,,,,,,,,,,,,,,,,,
,,15,"o,Z","a,x,cc,9","9,M,a,x","8,o,x","cc,o,8,o,x,8,9",,,,,,,,,,,,,,,,,,,,,
,,16,"8,a,m","cc,o,x","o,x,8,a,m",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55r,1,1,"P2,o,8,a,m","c^c,c,N,cc,9","4,o,P1,a,i,Z","o,N,a,2","9,N","cc,c,P2,a,m","4,o,N,cc,8,9","o,2","a,Z,o,8",,,,,,,,,,,,,,,,,
,,2,"o,N,a,i,Z","a,Z","a,m","cc,o,8,9","9,N,a,i,Z",9,"4,o,N,a,Z","o,N,a,Z","o,x","9,N,a,Z","a,Z","a,x",,,,,,,,,,,,,,
,,3,"9,?,a,n,Z","cc,o,x","cc,N,9","o,N,a,Z","cc,N,9","cc,8,9","4,o,N,a,Z","o,N,a,m","cc,c,N,c,9","2,a,m",,,,,,,,,,,,,,,,
,,4,"8,a,m","o,Z","o,Z,o,x","cc,a,Z","a,Z","N,a,m","o,N,cc,8","9,N,a,Z","o,8,a,m","cc,8,o,x,a,m",,,,,,,,,,,,,,,,
,,5,"9,o,Z,a,m","o,N,a,x","cc,o,x","N,cc,o,9","P2,cc,M,cc,8,9","o,c,N,a,m","o,N,a,Z,o,Z","o,x,N,a,Q",,,,,,,,,,,,,,,,,,
,,6,"M,cc,o,8,a,m","c^c,o","N,c,?,9","N,c,8,9","o,N,o,x","cc,8,9",,,,,,,,,,,,,,,,,,,,
,2,1,"M,cc,c,8,a,Z","cc,c,o,x,N,c,8,9","cc,o,8,9","N,c^c,8,9","4,o,M,cc,8,9","4,o,N,cc,8,9","o,x,N,a,Z,8,a,Q",,,,,,,,,,,,,,,,,,,
,,2,"8,cc,9,N,c,9","cc,a,Z","cc,c,N","Y,a,Z","o,8,a,Z","Y,a,x,o,c,c,c,2","c,P2,c,c,o,8,9","4,o,N,c,c,o","8,9",,,,,,,,,,,,,,,,,
,,3,"8,a,n","cc,c,N,9","8,a,Z","cc,c,N,c,9","8,a,x","4,o,N,o","x,N,c,c,8,9","8,a,Z,N,a,m","8,9","N,a,Q",,,,,,,,,,,,,,,,
,,4,"8,a,i,Z","o,N,a,x","4,o,N,a,Z","a,Z","a,Z,a,i",o,"a,Z","o,8,a,m","o,N,c,c,9","8,a,Z","cc,8","o,x",,,,,,,,,,,,,,
,,5,"x,cc,o,Z","cc,c,9","N,c,c,8,9","8,9","4,o,N,a,x","o,N,a,8","8,a,x","c^c,8,9","o,M,a,x","o,M,a,x,8,m",,,,,,,,,,,,,,,,
,,6,"o,a,n","c,N,c,9","8,x","o,m+","8,a,m","o,N,a,m","cc,c,x,a,x","4,o,N,a,m","o,N,a,n",Z,,,,,,,,,,,,,,,,
,,7,"x,cc,8,a,x","o,c,N,c,9","8,a,m","o,M,o,x","o,M,a,Z","c^c,a,Z","a,n",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55v,1,1,"N,cc,c,c,8,cc,8,9","o,c,8,a,n","cc,c,N,c,9","o,M,o,x,8,a,m","8,o,8,9,8",,,,,,,,,,,,,,,,,,,,,
,,2,"o,c,c,c,8","9,M,c,c,9","o,N,c,c,8,9","4,o,a,m","o,N,c,o,8,9","9,N,c,c,Z,a,i",,,,,,,,,,,,,,,,,,,,
,,3,"4,o,N,c,c,c,9","o,2","a,n","4,o,o,x","a,x","cc,c,8,9","Z,a,Z,a,m","o,x","N,a,Z,a,Q",,,,,,,,,,,,,,,,,
,,4,"o,N,a,Z","cc,c,N,c,8,9","cc,c,a,8,9","N,c,c,9,P1,a,Z","a,x","9,cc,c,8,9","4,o,N,a,n","o,8,9",,,,,,,,,,,,,,,,,,
,,5,"4,o,N,a,m","cc,a,m","9,N,a,n","9,N,a,i","o,8,9","8,a,m","cc,c,8,9","M,a,x,a,Q",,,,,,,,,,,,,,,,,,
,,6,"9,N,a,m","8,a,m","9,N,a,i,Z","cc,c,N,9","8,a,m,9",,,,,,,,,,,,,,,,,,,,,
,2,1,"o,N,cc,8","N,a,n","cc,c,o,N,c,9","o,Z","a,n",c^c?,"N,cc,8,9","P2,cc,a,x","a,Z","a,x,8,9","8,a,Z,9",,,,,,,,,,,,,,,
,,2,"M,a,Z","cc,c,8,9","4,o,N,a,m","o,N,a,Z","4,o,x","o,M,a,Z","cc,o,?,M,c,a,Z","M,a,x,o,8,9","o,N,a,Z,9",,,,,,,,,,,,,,,,,
,,3,"9,N,a,N,9","4,o,N,cc,9","o,N,a,x","cc,c,9","o,Z","o,Z,a,m","o,N,a,m","9,N,a,n","o,M,a,N,9",,,,,,,,,,,,,,,,,
,,4,"o,a,m","o,x",2,"a,m","o,N,a,m","o,N,9","9,M,a,m","o,M,a,?","9,N,a,x","9,N,a,Z","o,x",,,,,,,,,,,,,,,
,,5,"9,N,a,m","cc,i,o,a,Z","cc,c,c,N,9","o,x,8,9","a,m","o,N,a,x","o,x,M,cc,9","o,N,a,x","o,x,M,cc,9","o,Z,9","o,Z,a,n",,,,,,,,,,,,,,,
,,6,"8,a,m","a,Z","cc,c,N,9","o,x,N,c,c,cc,9","2,x","a,Z","a,n,o","8,a,m","o,M,a,Q",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56r,1,1,"o,M,cc,a,x","cc,cc,2,M,9","o,M,9","c,2,c,8,9","cc,9","9,cc,o,c,P2,c,9","cc,o,Z","cc,9","cc,9",,,,,,,,,,,,,,,,,
,,2,"cc,o,N,cc,c,9","cc,a,x","cc,o,x,9","N,o,Z,cc,9","cc,9,N,c,9","cc,o,M,9","c^c,o,N,a,m",,,,,,,,,,,,,,,,,,,
,,3,"o,x,cc,c,9","cc,o,N,cc,o,x","cc,c,9","N,c,c,9","4,o,N,c,c,9","cc,o,N,c,c,9","cc,o,?,2,9",,,,,,,,,,,,,,,,,,,
,,4,"4,o,M","cc,o,Z","cc,o,Z","cc,o,N,o,Z","cc,N,o,Z,cc,9","o,N,a,Z","cc,8,9",,,,,,,,,,,,,,,,,,,
,,5,"cc,o","cc,o,Z","cc,o","cc,o,8,a,x,9","8,a,m",,,,,,,,,,,,,,,,,,,,,
,,6,"9,N,cc,o","8,9","8,cc,c,9","N,c,c,9","8,a,m",9,,,,,,,,,,,,,,,,,,,,
,,7,"c^c,o","N,cc,o,x","o,M,cc,o,Z","cc,o,N,9","8,a,x",,,,,,,,,,,,,,,,,,,,,
,,8,"2,cc,o,x","cc,o,9","cc,o,N,9","cc,c,c,c,N,c,o,8,9",,,,,,,,,,,,,,,,,,,,,,
,2,1,"M,cc,o,N,9","N,cc,a,x","c^c,o,x","cc,o,M,cc,c,9","M,cc,o,x",,,,,,,,,,,,,,,,,,,,,
,,2,"9,M,cc,o,Z","o,M,cc,9","cc,o,N,9,M","c^c,c,9",Z,"o,N,a,m",,,,,,,,,,,,,,,,,,,,
,,3,"c^c,9","N,cc,c,c,9","8,a,m","c,M,c,o,x","cc,o,Z","cc,o,N,o,Z",,,,,,,,,,,,,,,,,,,,
,,4,c^c,"cc,o","N,cc,c,9","4,o,N,o,N,cc,9",,,,,,,,,,,,,,,,,,,,,,
,,5,"o,N,cc,9","cc,o,N,cc,c,o","N,cc,a,x",,,,,,,,,,,,,,,,,,,,,,,
,,6,"2,cc,o,x","cc,o,M,o,x","4,o,M,cc,9",,,,,,,,,,,,,,,,,,,,,,,
,,7,"M,cc,o,M,cc,o,x","cc,o,c","c,M,c,9",,,,,,,,,,,,,,,,,,,,,,,
,,8,"4,o,M,cc,9","cc,o,8,9","c,M,c,o,Z","cc,c,9","N,cc,a,Z,Q",,,,,,,,,,,,,,,,,,,,,
,,9,"cc,o,N,c,c,9","4,o,N,cc,c,c,9","2,cc,c,9","8,a,m","8,9",,,,,,,,,,,,,,,,,,,,,
,,10,"c^c,o","cc,o,N,cc,9","N,cc,o,a,Z","2,o,M,o,8,a,i",,,,,,,,,,,,,,,,,,,,,,
,,11,"o,M,cc,c,9","N,c,o,x","8,a,m",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56v,1,1,"N,cc,c,a,M","c^c,o,x","cc,c,9","4,o,N,o,m","c^c,o,Z","4,o,M,cc,c,o,x","cc,o,Z","o,Z",,,,,,,,,,,,,,,,,,
,,2,"c^c,o,8,c^c,c,9","4,o,M,c,c,c,9","4,o,M,c,c,9","8,a,m","4,o,M,c,c,9","c,M,c,a.Z",,,,,,,,,,,,,,,,,,,,
,,3,"o,cc,c,9","cc,o,x","cc,o,x","4,o,M,cc,c,9","8,a,m","cc,o,M,c,c,c,9","8,a,x",,,,,,,,,,,,,,,,,,,
,,4,"2,cc,9","M,cc,c,9","8,a,m","8,c,c,9","M,a,8","8,a,n",,,,,,,,,,,,,,,,,,,,
,,5,"4,o,M,c,c,c,2","c^c,o","N,cc,c,c,9","2,a,m",,,,,,,,,,,,,,,,,,,,,,
,,6,"cc,o,N,cc,o,x","cc,o,Z","c,N,c,o,2",,,,,,,,,,,,,,,,,,,,,,,
,2,1,"N,cc,o,N,cc,9","c,N,cc,o,x","c^c,o,x","o,M,cc,9,8",,,,,,,,,,,,,,,,,,,,,,
,,2,"9,N,cc,o,Z","cc,o,N,cc,9","4,o,N,cc,o","M,cc,c,c,9","N,a,x",,,,,,,,,,,,,,,,,,,,,
,,3,"c^c,o,M,cc,o,M","cc,o,N,cc,9","N,cc,o,N,a,m","N,cc,o,N,a,m","o,N,9",,,,,,,,,,,,,,,,,,,,,
,,4,"o,x,N,cc,9","N,c^c,o","c^c,9","9,M,o,x","cc,o,M,o,Z","9,8,9",,,,,,,,,,,,,,,,,,,,
,,5,"cc,o,M,cc,c,9","N,c,c,o,x","cc,c,9","N,cc,o,x","M,cc,a,n",,,,,,,,,,,,,,,,,,,,,
,,6,"4,o,N,cc,c,9","c,M,c,c,c,9","x,N,c,c,9","N,cc,c,9","M,a,n",,,,,,,,,,,,,,,,,,,,,
,,7,"9,N,o,Z","a,m","cc,o,Z,o,x","c^c,o","c^c,o,x","8,a,m",,,,,,,,,,,,,,,,,,,,
,,8,"cc,o,x","cc,c,o","N,cc,o,x","cc,o,x","cc,o,N,9","cc,o,M,o,Z",,,,,,,,,,,,,,,,,,,,
,,9,"o,M,cc,o,x","cc,o,x","cc,o,x","8,a,m","cc,o,M,a,m",,,,,,,,,,,,,,,,,,,,,
,,10,"2,o,N,cc,o,x","cc,o,x","cc,o,x","8,a,m",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57r,1,1,"P2,o,c,c,o,c,N,c,c,9","o,8,a,n","c,?,c,o,P2","c^c,c,o,8,9","c^c,o,c,P1,c,c,9","8,9","c^c,c,c,P2","c^c,c,o,8,9","9,o,8,a,Q",,,,,,,,,,,,,,,,,
,,2,"8,a,?,2","a,i,Z","cc,c,M,9","cc,c,o","c,N,c,9","cc,o,c,N,c,9",?,"c,c,o,M,c,9",c^c,"N,cc,c,9",2,"o,8,a,m","c^c,c,9",,,,,,,,,,,,,
,,3,"4,9,N,c,c,o,8,9","cc,c,o","o,N,9","4,o,N,c,o,8,9","c^c,c,c,9","o,N,c,o,8,9","cc,c,o,8,9","cc,c,?,o,8,9","c,c,c,?","N,c,o,8,9",,,,,,,,,,,,,,,,
,,4,"8,c,c,o,2","cc,c,o,c,M,c,9","cc,c,o,8,9","4,o,M,c,c,o,8,9","o,c,M,c,o,8,9","o,N,c,c,o,8,9","cc,M,c,o,8,9","cc,c,o,8,9,2",,,,,,,,,,,,,,,,,,
,,5,"4,o,N,cc,o","8,?,?","c,c,c,c,o,8,a,Q",,,,,,,,,,,,,,,,,,,,,,,
,2,1,"M,c^c,c,o,8,a,x","o,N,a,Q","cc,c,N,cc,9","o,N,c,c,8,9","8,o,c,M,c,o","o,P2,cc,c,9","8,9","N,o,8,a,m","o,P1,o,Z,a,Q",,,,,,,,,,,,,,,,,
,,2,"8,a,?,Z","c^c,c,c,8,9","4,o,N,c,c,8,9","cc,c,M,c,9","o,M,c,c,o,Q","?,c,c,N,c,9","M,c,8,9","o,N,a,x,8,Q",,,,,,,,,,,,,,,,,,
,,3,"M,a,i,Z","c^c,c,c,8,9","?,cc,c,8,9","c,N,c,cc,8,9","o,N,cc,9","cc,c,8,9","8,a,x","4,o,N,c,8,a,Q",,,,,,,,,,,,,,,,,,
,,4,"o,8,a,i,Z","c^c,c,c,o","c,N,c,9","2,a,Z","a,x","8,a,n,8,9","8,cc,c,c,N,c,c,9","8,a,m","cc,c,8,9","c,M,c,c,8,9",,,,,,,,,,,,,,,,
,,5,"4,o,c,M,cc,c,9","N,c,8,9","c^c,c,8,a,m","2,cc,c,o,2","9,N,c,o,2","4,c,M,c,c,9","M,?,P1,c,9",,,,,,,,,,,,,,,,,,,
,,6,"8,c^c,c,8,9","c,M,c,c,c,9","c,P2,c,c,8,o,Q",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58r,1,1,"N,o,Z,cc,o,x,P1,9","c^c,o,P1,cc,9","o,M,o,Z,a,x,cc,9","cc,o,P1,cc,o,x","c^c,o,x,9","o,M,a,x,9","8,a,x,Q",,,,,,,,,,,,,,,,,,,
,,2,"8,c^c,o,8,a,x","o,Z","c,N,c,9","o,x,cc,c,a,Z","cc,a,Z","M,a,x","9,M,a,x","9,M,a,Z","o,x,cc,o,N,a,x",,,,,,,,,,,,,,,,,
,,3,"9,N,c,cc,o,8","8,a,x,a,x,8,a,Q","9,M,a,Q","cc,o,M,9","o,M,cc,9","o,M,a,x,9","c^c,o,M,9",2,,,,,,,,,,,,,,,,,,
,,4,"8,c^c,o,Z","cc,o,x,a,Z","a,m,c^c,a,x,o,Q","c^c,a,x,9","8,a,x,cc,9","o,M,c,o,Q","8,a,x","c^c,o,x,a,x,a,?,Q",,,,,,,,,,,,,,,,,,
,,5,"4,o,Z","8,cc,a,i,Z,a,Q","o,M,a,Z","o,M,a,Z","cc,a,Z","a,Z","a,x","cc,a,Z","a,Z","a,Z,9","9,M,a,x,a,?","cc,a,Q",,,,,,,,,,,,,,
,,6,"M,o,Z,cc,c,9","o,M,a,m","cc,a,Z,9","o,M,c,o,Z,9","o,M,a,x","8,a,x,cc,o,Z","9,N,c,c,9","cc,o,x,M,a,Q",,,,,,,,,,,,,,,,,,
,,7,"2,a,m","cc,o,x,N,c,c,9","8,a,x","c^c,o,Q","c^c,o,x,M,c,o,x","9,M,a,x,o,8,9","o,M,c,9","cc,c,o,x,9",o,"M,cc,9",,,,,,,,,,,,,,,,
,,8,"M,o,x,c,c,c^c,a,x","o,x,c,c,a,Q","8,a,x,o,Z","cc,9","o,M,c,o,8,cc,9","9,M,c,o,cc,9","o,M,c,9","N,a,x","8,9","a,x,a,Q",,,,,,,,,,,,,,,,
,,9,"c^c,o,x,a,m","cc,c,c,9","9,M,c,o,8,a,m","4,o,a,Z","a,m","a,Z,a,Z,9","c^c,c,c,9","8,a,m","c,a,x,a,Q",,,,,,,,,,,,,,,,,
,,10,"M,a,x","a,Z","a,Q","c^c,a,Z","cc,c,P2,cc,c,9","o,M,a,Z","a,x","8,9","o,M,a,x","cc,c,a,Q","4,o,N,a,m","o,M,c","2,9",,,,,,,,,,,,,
,,11,"4,o,c,P2,c,o,8,9","4,o,N,a,x,a,Q","cc,a,i,Z,a,x","4,o,c,M,a,m","o,M,a,x,a,x","8,a,x,o,Z","o,Z,a,Z",,,,,,,,,,,,,,,,,,,
,,12,"c^c,o,a,Z","a,Z","cc,o,x,8,a,x","o,M,a,x,cc,a,x","8,a,x","cc,o,x,8,9","o,N,a,x,9,2","a,i,Z,a,x,8,9","c^c,a,Z",,,,,,,,,,,,,,,,,
,,13,"9,M,a,Z","c^c,c,c,a,Z","cc,c,o,x,8,9","9,N,c,o,x","cc,c,a,x","cc,c,o,8,9","cc,a,x","cc,a,m","o,x","o,x,9",,,,,,,,,,,,,,,,
,,14,"c^c,a,Z,a,Q","o,N,a,i,Z","cc,c,N,a,m","9,M,cc,a,x,9","8,a,x","cc,a,x","9,N,a,x","o,N,a,x,a,x","o,x,9","cc,a,x",,,,,,,,,,,,,,,,
,,15,"8,a,n,Z","c^c,a,x","4,o,P2,a,m,Q","cc,o,x,a,x,9","8,9","c^c,c,8,9",,,,,,,,,,,,,,,,,,,,
,2,1,"M,9,P2,cc,c,9","a,Z","a,i,Z","9,M,a,c^c,9","4,o,M,9","c^c,c,9","P2,cc,8,9","8,c^c,a,x,9","P2,9,8,a,x,9","cc,o,N,9","o,P2,9",,,,,,,,,,,,,,,
,,2,"9,c^c,o,x,c^c,9","4,o,M,o,x,9","8,a,m","9,N,a,x","8,a,x,cc,8,9","4,o,N,9","8,a,x","9,M,cc,o,8,9",2,"o,x,a,Z","a,x,9",,,,,,,,,,,,,,,
,,3,"8,a,Z,a,Z","c^c,o,x","cc,o,x,Z,a,x,9","cc,o,x,a,m","o,8,a,m","cc,a,x,9","8,a,x,a,Z","a,m","o,N,a,x","o,M,a,x",,,,,,,,,,,,,,,,
,,4,"M,o,8,a,x","4,o,M,c,9","cc,a,x,9","8,a,x","4,o,N,a,x,8,9","o,M,a,Z,9","o,N,a,x,a,x","c^c,c,c,2","cc,a,x","o,cc,a,x,9",,,,,,,,,,,,,,,,
,,5,"9,c^c,c,o,c,N,c,9","o,x,c,c,c,9","o,x,c,c,2,c,9","o,x,a,m","o,x,N,c,a,x","8,a,x,8,9","o,M,a,x,a,Z","a,Z","a,Z,o,8,a,?",,,,,,,,,,,,,,,,,
,,6,"M,cc,c,o,2","9,cc,c,o,Z","c^c,c,a,n","o,N,c,9","4,o,M,a,i,x,9","8,a,m","cc,9","cc,o,x,N,o,Z","o,x,N,c,o,x","o,M,9",,,,,,,,,,,,,,,,
,,7,"8,cc,o,x,9","9,M,a,Z","cc,o,x","8,a,x","4,o,a,n,Z","cc,a,x,o,x,N,9","o,2,a,x","cc,o,M,a,Q","cc,a,x","o,x,2,c,c,Q",,,,,,,,,,,,,,,,
,,8,"c^c,o,x","a,x,c,c,8,9","cc,o,M,a,Z","o,N,c,a,x","c^c,c,o,8,9","4,o,N,a,x,cc,a,Z","o,M,a,x","cc,o,N,9","2,a,Z",,,,,,,,,,,,,,,,,
,,9,"M,a,?,a,m","o,M,c,c,o,2","o,N,c,a,x","a,Z","o,M,a,x,o,Z","cc,c,o,c,N,a,Z","cc,c,N,9","o,M,a,N,a,Z",,,,,,,,,,,,,,,,,,
